,material_id,formation_energy_per_atom,band_gap,pretty_formula,e_above_hull,elements,cif,spacegroup.number
16136,mp-1206811,-0.6023377725000003,0.0,NdIn2Rh,0.0,"['In', 'Nd', 'Rh']","# generated using pymatgen
data_NdIn2Rh
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   5.62542903
_cell_length_b   5.62542903
_cell_length_c   8.04805900
_cell_angle_alpha   90.00000000
_cell_angle_beta   90.00000000
_cell_angle_gamma   133.40767724
_symmetry_Int_Tables_number   1
_chemical_formula_structural   NdIn2Rh
_chemical_formula_sum   'Nd2 In4 Rh2'
_cell_volume   185.02383072
_cell_formula_units_Z   2
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Nd  Nd0  1  0.56829400  0.43170600  0.25000000  1
  Nd  Nd1  1  0.43170600  0.56829400  0.75000000  1
  In  In2  1  0.85486500  0.14513500  0.05169600  1
  In  In3  1  0.14513500  0.85486500  0.94830400  1
  In  In4  1  0.14513500  0.85486500  0.55169600  1
  In  In5  1  0.85486500  0.14513500  0.44830400  1
  Rh  Rh6  1  0.28221500  0.71778500  0.25000000  1
  Rh  Rh7  1  0.71778500  0.28221500  0.75000000  1
",63
22840,mp-38011,-0.9378560370416664,3.2297,KHS,0.0038216666666661,"['H', 'K', 'S']","# generated using pymatgen
data_KHS
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   4.35671186
_cell_length_b   4.35671186
_cell_length_c   4.35671243
_cell_angle_alpha   70.41701993
_cell_angle_beta   70.41701993
_cell_angle_gamma   70.41701203
_symmetry_Int_Tables_number   1
_chemical_formula_structural   KHS
_chemical_formula_sum   'K1 H1 S1'
_cell_volume   71.05406506
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  K  K0  1  0.99893200  0.99893200  0.99893200  1
  H  H1  1  0.35570500  0.35570500  0.35570500  1
  S  S2  1  0.49436300  0.49436300  0.49436300  1
",160
1236,mp-1227151,-2.764515817086207,0.0,CaSmMn2O6,0.0,"['Ca', 'Mn', 'O', 'Sm']","# generated using pymatgen
data_CaSmMn2O6
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   5.41456100
_cell_length_b   5.55247000
_cell_length_c   7.63019600
_cell_angle_alpha   90.00000000
_cell_angle_beta   90.00000000
_cell_angle_gamma   90.00000000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   CaSmMn2O6
_chemical_formula_sum   'Ca2 Sm2 Mn4 O12'
_cell_volume   229.39564333
_cell_formula_units_Z   2
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Ca  Ca0  1  0.50898100  0.29688700  0.50000000  1
  Ca  Ca1  1  0.00898100  0.70311300  0.00000000  1
  Sm  Sm2  1  0.98632100  0.80370900  0.50000000  1
  Sm  Sm3  1  0.48632100  0.19629100  0.00000000  1
  Mn  Mn4  1  0.99956100  0.25296900  0.74979700  1
  Mn  Mn5  1  0.49956100  0.74703100  0.24979700  1
  Mn  Mn6  1  0.99956100  0.25296900  0.25020300  1
  Mn  Mn7  1  0.49956100  0.74703100  0.75020300  1
  O  O8  1  0.08266300  0.22559200  0.50000000  1
  O  O9  1  0.41271100  0.72698200  0.50000000  1
  O  O10  1  0.91271100  0.27301800  0.00000000  1
  O  O11  1  0.58266300  0.77440800  0.00000000  1
  O  O12  1  0.21057800  0.96079200  0.79467400  1
  O  O13  1  0.29452200  0.45575100  0.20597100  1
  O  O14  1  0.79452200  0.54424900  0.29402900  1
  O  O15  1  0.71057800  0.03920800  0.70532600  1
  O  O16  1  0.79452200  0.54424900  0.70597100  1
  O  O17  1  0.71057800  0.03920800  0.29467400  1
  O  O18  1  0.21057800  0.96079200  0.20532600  1
  O  O19  1  0.29452200  0.45575100  0.79402900  1
",31
15546,mp-1087494,-0.6993269022222219,0.0,YbPdPb,0.0,"['Pb', 'Pd', 'Yb']","# generated using pymatgen
data_YbPdPb
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   7.80392449
_cell_length_b   7.80392449
_cell_length_c   4.02048700
_cell_angle_alpha   90.00000000
_cell_angle_beta   90.00000000
_cell_angle_gamma   120.00000416
_symmetry_Int_Tables_number   1
_chemical_formula_structural   YbPdPb
_chemical_formula_sum   'Yb3 Pd3 Pb3'
_cell_volume   212.04859189
_cell_formula_units_Z   3
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Yb  Yb0  1  0.40583200  0.40583200  0.50000000  1
  Yb  Yb1  1  0.59416800  0.00000000  0.50000000  1
  Yb  Yb2  1  0.00000000  0.59416800  0.50000000  1
  Pd  Pd3  1  0.66666700  0.33333300  0.00000000  1
  Pd  Pd4  1  0.33333300  0.66666700  0.00000000  1
  Pd  Pd5  1  0.00000000  0.00000000  0.50000000  1
  Pb  Pb6  1  0.73686600  0.73686600  0.00000000  1
  Pb  Pb7  1  0.26313400  0.00000000  0.00000000  1
  Pb  Pb8  1  0.00000000  0.26313400  0.00000000  1
",189
16131,mp-1205812,-0.706210119,0.0,Sm2ScSi2,0.0,"['Sc', 'Si', 'Sm']","# generated using pymatgen
data_Sm2ScSi2
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   7.32427400
_cell_length_b   7.32427400
_cell_length_c   4.34358300
_cell_angle_alpha   90.00000000
_cell_angle_beta   90.00000000
_cell_angle_gamma   90.00000000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   Sm2ScSi2
_chemical_formula_sum   'Sm4 Sc2 Si4'
_cell_volume   233.01146498
_cell_formula_units_Z   2
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Sm  Sm0  1  0.67698600  0.17698600  0.50000000  1
  Sm  Sm1  1  0.32301400  0.82301400  0.50000000  1
  Sm  Sm2  1  0.17698600  0.32301400  0.50000000  1
  Sm  Sm3  1  0.82301400  0.67698600  0.50000000  1
  Sc  Sc4  1  0.00000000  0.00000000  0.00000000  1
  Sc  Sc5  1  0.50000000  0.50000000  0.00000000  1
  Si  Si6  1  0.11864500  0.61864500  0.00000000  1
  Si  Si7  1  0.88135500  0.38135500  0.00000000  1
  Si  Si8  1  0.61864500  0.88135500  0.00000000  1
  Si  Si9  1  0.38135500  0.11864500  0.00000000  1
",127
36568,mp-1106179,-0.5933200677777779,0.0,Ho5Si3C,0.0397684362222205,"['C', 'Ho', 'Si']","# generated using pymatgen
data_Ho5Si3C
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   6.33307100
_cell_length_b   8.43545943
_cell_length_c   8.43746351
_cell_angle_alpha   119.99213870
_cell_angle_beta   90.00000000
_cell_angle_gamma   90.00000000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   Ho5Si3C
_chemical_formula_sum   'Ho10 Si6 C2'
_cell_volume   390.39121380
_cell_formula_units_Z   2
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Ho  Ho0  1  0.50000100  0.33329100  0.66659900  1
  Ho  Ho1  1  0.50000100  0.66669200  0.33340100  1
  Ho  Ho2  1  0.00000100  0.66670900  0.33340100  1
  Ho  Ho3  1  0.00000100  0.33330800  0.66659900  1
  Ho  Ho4  1  0.74999700  0.22400300  0.00000000  1
  Ho  Ho5  1  0.75000200  0.77589900  0.77581700  1
  Ho  Ho6  1  0.75000200  0.00008200  0.22418300  1
  Ho  Ho7  1  0.24999700  0.77599700  0.00000000  1
  Ho  Ho8  1  0.25000200  0.22410100  0.22418300  1
  Ho  Ho9  1  0.25000200  0.99991800  0.77581700  1
  Si  Si10  1  0.75000500  0.59296100  0.00000000  1
  Si  Si11  1  0.74999600  0.40705100  0.40704200  1
  Si  Si12  1  0.74999600  0.00000900  0.59295800  1
  Si  Si13  1  0.25000500  0.40703900  0.00000000  1
  Si  Si14  1  0.24999600  0.59294900  0.59295800  1
  Si  Si15  1  0.24999600  0.99999100  0.40704200  1
  C  C16  1  0.50000100  0.99999400  0.00000000  1
  C  C17  1  0.00000100  0.00000600  0.00000000  1
",193
30063,mp-1147621,-1.5783676370000002,2.8469,Li3InBr6,0.0195376010000001,"['Br', 'In', 'Li']","# generated using pymatgen
data_Li3InBr6
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   6.83925894
_cell_length_b   6.83925894
_cell_length_c   13.27844739
_cell_angle_alpha   84.84875890
_cell_angle_beta   84.84875890
_cell_angle_gamma   119.78858880
_symmetry_Int_Tables_number   1
_chemical_formula_structural   Li3InBr6
_chemical_formula_sum   'Li6 In2 Br12'
_cell_volume   530.32961638
_cell_formula_units_Z   2
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Li  Li0  1  0.66050800  0.82111200  0.00038700  1
  Li  Li1  1  0.59300200  0.40699800  0.25000000  1
  Li  Li2  1  0.17888800  0.33949200  0.49961300  1
  Li  Li3  1  0.82111200  0.66050800  0.50038700  1
  Li  Li4  1  0.40699800  0.59300200  0.75000000  1
  Li  Li5  1  0.33949200  0.17888800  0.99961300  1
  In  In6  1  0.00000000  0.50000000  0.00000000  1
  In  In7  1  0.50000000  0.00000000  0.50000000  1
  Br  Br8  1  0.63162800  0.13908900  0.11788500  1
  Br  Br9  1  0.94908900  0.77789100  0.11944200  1
  Br  Br10  1  0.29108400  0.45963300  0.11915700  1
  Br  Br11  1  0.54036700  0.70891600  0.38084300  1
  Br  Br12  1  0.22210900  0.05091100  0.38055800  1
  Br  Br13  1  0.86091100  0.36837200  0.38211500  1
  Br  Br14  1  0.13908900  0.63162800  0.61788500  1
  Br  Br15  1  0.45963300  0.29108400  0.61915700  1
  Br  Br16  1  0.77789100  0.94908900  0.61944200  1
  Br  Br17  1  0.70891600  0.54036700  0.88084300  1
  Br  Br18  1  0.05091100  0.22210900  0.88055800  1
  Br  Br19  1  0.36837200  0.86091100  0.88211500  1
",15
24446,mp-76,0.0064009033333332,0.0208999999999999,Sr,0.0064009033333332,['Sr'],"# generated using pymatgen
data_Sr
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   4.25857180
_cell_length_b   4.25857180
_cell_length_c   4.25857180
_cell_angle_alpha   60.00000000
_cell_angle_beta   60.00000000
_cell_angle_gamma   60.00000000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   Sr
_chemical_formula_sum   Sr1
_cell_volume   54.61059706
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Sr  Sr0  1  0.00000000  0.00000000  0.00000000  1
",225
12169,mp-1217074,-0.7227798529166662,0.0,Ti2HC,0.0,"['C', 'H', 'Ti']","# generated using pymatgen
data_Ti2HC
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   5.14009996
_cell_length_b   5.14009996
_cell_length_c   5.14009953
_cell_angle_alpha   35.13294723
_cell_angle_beta   35.13294723
_cell_angle_gamma   35.13294074
_symmetry_Int_Tables_number   1
_chemical_formula_structural   Ti2HC
_chemical_formula_sum   'Ti2 H1 C1'
_cell_volume   40.16619769
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Ti  Ti0  1  0.24366900  0.24366900  0.24366900  1
  Ti  Ti1  1  0.75633100  0.75633100  0.75633100  1
  H  H2  1  0.00000000  0.00000000  0.00000000  1
  C  C3  1  0.50000000  0.50000000  0.50000000  1
",166
24899,mp-647818,-2.3504994581034486,0.0,CsNi2F6,0.0074752783333336,"['Cs', 'F', 'Ni']","# generated using pymatgen
data_CsNi2F6
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   7.28412898
_cell_length_b   7.28412898
_cell_length_c   7.28412898
_cell_angle_alpha   60.00000000
_cell_angle_beta   60.00000000
_cell_angle_gamma   60.00000000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   CsNi2F6
_chemical_formula_sum   'Cs2 Ni4 F12'
_cell_volume   273.28631503
_cell_formula_units_Z   2
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Cs  Cs0  1  0.25000000  0.25000000  0.25000000  1
  Cs  Cs1  1  0.00000000  0.00000000  0.00000000  1
  Ni  Ni2  1  0.12500000  0.62500000  0.62500000  1
  Ni  Ni3  1  0.62500000  0.62500000  0.12500000  1
  Ni  Ni4  1  0.62500000  0.12500000  0.62500000  1
  Ni  Ni5  1  0.62500000  0.62500000  0.62500000  1
  F  F6  1  0.94400900  0.55599100  0.55599100  1
  F  F7  1  0.30599100  0.30599100  0.69400900  1
  F  F8  1  0.69400900  0.69400900  0.30599100  1
  F  F9  1  0.55599100  0.94400900  0.94400900  1
  F  F10  1  0.30599100  0.69400900  0.69400900  1
  F  F11  1  0.94400900  0.94400900  0.55599100  1
  F  F12  1  0.55599100  0.94400900  0.55599100  1
  F  F13  1  0.69400900  0.30599100  0.69400900  1
  F  F14  1  0.30599100  0.69400900  0.30599100  1
  F  F15  1  0.94400900  0.55599100  0.94400900  1
  F  F16  1  0.69400900  0.30599100  0.30599100  1
  F  F17  1  0.55599100  0.55599100  0.94400900  1
",227
36995,mvc-6416,-1.621199135714285,0.0008999999999996,Ca(NiO2)2,0.0408563885714263,"['Ca', 'Ni', 'O']","# generated using pymatgen
data_Ca(NiO2)2
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   5.13541167
_cell_length_b   5.13541167
_cell_length_c   9.61980000
_cell_angle_alpha   90.00000000
_cell_angle_beta   90.00000000
_cell_angle_gamma   145.21530626
_symmetry_Int_Tables_number   1
_chemical_formula_structural   Ca(NiO2)2
_chemical_formula_sum   'Ca2 Ni4 O8'
_cell_volume   144.73307509
_cell_formula_units_Z   2
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Ca  Ca0  1  0.60608900  0.39391100  0.75000000  1
  Ca  Ca1  1  0.39391100  0.60608900  0.25000000  1
  Ni  Ni2  1  0.13825400  0.86174600  0.06817200  1
  Ni  Ni3  1  0.86174600  0.13825400  0.93182800  1
  Ni  Ni4  1  0.13825400  0.86174600  0.43182800  1
  Ni  Ni5  1  0.86174600  0.13825400  0.56817200  1
  O  O6  1  0.76885800  0.23114200  0.39380500  1
  O  O7  1  0.23114200  0.76885800  0.60619500  1
  O  O8  1  0.23114200  0.76885800  0.89380500  1
  O  O9  1  0.76885800  0.23114200  0.10619500  1
  O  O10  1  0.06205500  0.93794500  0.25000000  1
  O  O11  1  0.93794500  0.06205500  0.75000000  1
  O  O12  1  0.50000000  0.50000000  0.00000000  1
  O  O13  1  0.50000000  0.50000000  0.50000000  1
",63
13120,mp-1187276,-0.4703661387499998,0.0,Tb2InHg,0.0,"['Hg', 'In', 'Tb']","# generated using pymatgen
data_Tb2InHg
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   5.32763240
_cell_length_b   5.32763240
_cell_length_c   5.32763240
_cell_angle_alpha   60.00000000
_cell_angle_beta   60.00000000
_cell_angle_gamma   60.00000000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   Tb2InHg
_chemical_formula_sum   'Tb2 In1 Hg1'
_cell_volume   106.92709233
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Tb  Tb0  1  0.25000000  0.25000000  0.25000000  1
  Tb  Tb1  1  0.75000000  0.75000000  0.75000000  1
  In  In2  1  0.00000000  0.00000000  0.00000000  1
  Hg  Hg3  1  0.50000000  0.50000000  0.50000000  1
",225
10684,mp-1228914,-0.3551756879999999,0.0,Al4CrNi15,0.0,"['Al', 'Cr', 'Ni']","# generated using pymatgen
data_Al4CrNi15
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   3.53339200
_cell_length_b   3.53339200
_cell_length_c   17.82709400
_cell_angle_alpha   90.00000000
_cell_angle_beta   90.00000000
_cell_angle_gamma   90.00000000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   Al4CrNi15
_chemical_formula_sum   'Al4 Cr1 Ni15'
_cell_volume   222.56875543
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Al  Al0  1  0.00000000  0.00000000  0.20025500  1
  Al  Al1  1  0.00000000  0.00000000  0.40007400  1
  Al  Al2  1  0.00000000  0.00000000  0.59992600  1
  Al  Al3  1  0.00000000  0.00000000  0.79974500  1
  Cr  Cr4  1  0.00000000  0.00000000  0.00000000  1
  Ni  Ni5  1  0.50000000  0.50000000  0.00000000  1
  Ni  Ni6  1  0.50000000  0.50000000  0.19787500  1
  Ni  Ni7  1  0.50000000  0.50000000  0.39962400  1
  Ni  Ni8  1  0.50000000  0.50000000  0.60037600  1
  Ni  Ni9  1  0.50000000  0.50000000  0.80212500  1
  Ni  Ni10  1  0.50000000  0.00000000  0.09747800  1
  Ni  Ni11  1  0.50000000  0.00000000  0.29950800  1
  Ni  Ni12  1  0.50000000  0.00000000  0.50000000  1
  Ni  Ni13  1  0.50000000  0.00000000  0.70049200  1
  Ni  Ni14  1  0.50000000  0.00000000  0.90252200  1
  Ni  Ni15  1  0.00000000  0.50000000  0.09747800  1
  Ni  Ni16  1  0.00000000  0.50000000  0.29950800  1
  Ni  Ni17  1  0.00000000  0.50000000  0.50000000  1
  Ni  Ni18  1  0.00000000  0.50000000  0.70049200  1
  Ni  Ni19  1  0.00000000  0.50000000  0.90252200  1
",123
20911,mp-675232,-1.985911116875,2.9652000000000003,CrHO2,0.0007175662500005,"['Cr', 'H', 'O']","# generated using pymatgen
data_CrHO2
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   4.83727278
_cell_length_b   19.34027670
_cell_length_c   9.17407264
_cell_angle_alpha   18.43167154
_cell_angle_beta   32.52027414
_cell_angle_gamma   36.87503373
_symmetry_Int_Tables_number   1
_chemical_formula_structural   CrHO2
_chemical_formula_sum   'Cr4 H4 O8'
_cell_volume   145.88430035
_cell_formula_units_Z   4
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Cr  Cr0  1  0.01145200  0.00043400  0.99227500  1
  Cr  Cr1  1  0.01145200  0.24956600  0.99401300  1
  Cr  Cr2  1  0.98854800  0.50043400  0.00598700  1
  Cr  Cr3  1  0.98854800  0.74956600  0.00772500  1
  H  H4  1  0.49401200  0.25059400  0.48381300  1
  H  H5  1  0.50598800  0.49940600  0.51618700  1
  H  H6  1  0.50598800  0.75059400  0.51381300  1
  H  H7  1  0.49401200  0.99940600  0.48618700  1
  O  O8  1  0.59870600  0.00107500  0.58886000  1
  O  O9  1  0.41309000  0.25191800  0.40261100  1
  O  O10  1  0.59870600  0.24892500  0.59315800  1
  O  O11  1  0.40129400  0.50107500  0.40684200  1
  O  O12  1  0.58691000  0.49808200  0.59738900  1
  O  O13  1  0.40129400  0.74892500  0.41114000  1
  O  O14  1  0.58691000  0.75191800  0.58971700  1
  O  O15  1  0.41309000  0.99808200  0.41028300  1
",14
6035,mp-1078195,-0.6567460950000004,2.9565,SiI3,0.0,"['I', 'Si']","# generated using pymatgen
data_SiI3
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   9.21986000
_cell_length_b   9.21986000
_cell_length_c   9.21985995
_cell_angle_alpha   50.00835161
_cell_angle_beta   50.00835161
_cell_angle_gamma   50.00834892
_symmetry_Int_Tables_number   1
_chemical_formula_structural   SiI3
_chemical_formula_sum   'Si2 I6'
_cell_volume   423.36189063
_cell_formula_units_Z   2
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Si  Si0  1  0.95091100  0.95091100  0.95091100  1
  Si  Si1  1  0.04908900  0.04908900  0.04908900  1
  I  I2  1  0.22243200  0.91178400  0.62281000  1
  I  I3  1  0.62281000  0.22243200  0.91178400  1
  I  I4  1  0.91178400  0.62281000  0.22243200  1
  I  I5  1  0.77756800  0.08821600  0.37719000  1
  I  I6  1  0.37719000  0.77756800  0.08821600  1
  I  I7  1  0.08821600  0.37719000  0.77756800  1
",148
24286,mp-1228890,-0.2262707525,0.3185000000000002,AlInSb2,0.0060043375000002,"['Al', 'In', 'Sb']","# generated using pymatgen
data_AlInSb2
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   4.55023600
_cell_length_b   4.55023600
_cell_length_c   6.39885300
_cell_angle_alpha   90.00000000
_cell_angle_beta   90.00000000
_cell_angle_gamma   90.00000000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   AlInSb2
_chemical_formula_sum   'Al1 In1 Sb2'
_cell_volume   132.48599677
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Al  Al0  1  0.00000000  0.00000000  0.00000000  1
  In  In1  1  0.50000000  0.50000000  0.50000000  1
  Sb  Sb2  1  0.00000000  0.50000000  0.23240700  1
  Sb  Sb3  1  0.50000000  0.00000000  0.76759300  1
",115
23350,mp-34139,-2.189480853694581,0.6672000000000002,Mn2CrO4,0.0042492521428556,"['Mn', 'Cr', 'O']","# generated using pymatgen
data_Mn2CrO4
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   5.99174112
_cell_length_b   6.08700667
_cell_length_c   5.99218726
_cell_angle_alpha   118.24174199
_cell_angle_beta   91.15789863
_cell_angle_gamma   118.23392565
_symmetry_Int_Tables_number   1
_chemical_formula_structural   Mn2CrO4
_chemical_formula_sum   'Mn4 Cr2 O8'
_cell_volume   161.01870205
_cell_formula_units_Z   2
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Mn  Mn0  1  0.37588400  0.75079800  0.12465000  1
  Mn  Mn1  1  0.75506700  0.49985800  0.24559800  1
  Mn  Mn2  1  0.87455400  0.25107700  0.62582100  1
  Mn  Mn3  1  0.99553700  0.99977600  0.00462400  1
  Cr  Cr4  1  0.37415100  0.24978200  0.62531100  1
  Cr  Cr5  1  0.37562900  0.74995600  0.62426600  1
  O  O6  1  0.59404200  0.75245000  0.37096900  1
  O  O7  1  0.62755000  0.24745700  0.40763500  1
  O  O8  1  0.15764600  0.74762600  0.87778200  1
  O  O9  1  0.12078500  0.25236200  0.84400200  1
  O  O10  1  0.16968900  0.79384300  0.38849000  1
  O  O11  1  0.13850700  0.29405600  0.41979600  1
  O  O12  1  0.58040500  0.70540500  0.86057800  1
  O  O13  1  0.61055500  0.20555100  0.83047800  1
",15
